Page - https://en.wikipedia.org/wiki/1974_Formula_One_season

Rnd, Race, Circuit, Date, Pole position, Fastest lap, Winning driver, Constructor, Tyre, Report, 
1, Argentine Grand Prix, Buenos Aires, 13 January, Ronnie Peterson, Clay Regazzoni, Denny Hulme, McLaren-Ford, G, Report, 
2, Brazilian Grand Prix, Interlagos, 27 January, Emerson Fittipaldi, Clay Regazzoni, Emerson Fittipaldi, McLaren-Ford, G, Report, 
3, South African Grand Prix, Kyalami, 30 March, Niki Lauda, Carlos Reutemann, Carlos Reutemann, Brabham-Ford, G, Report, 
4, Spanish Grand Prix, Jarama, 28 April, Niki Lauda, Niki Lauda, Niki Lauda, Ferrari, G, Report, 
5, Belgian Grand Prix, Nivelles-Baulers, 12 May, Clay Regazzoni, Denny Hulme, Emerson Fittipaldi, McLaren-Ford, G, Report, 
6, Monaco Grand Prix, Monaco, 26 May, Niki Lauda, Ronnie Peterson, Ronnie Peterson, Lotus-Ford, G, Report, 
7, Swedish Grand Prix, Anderstorp, 9 June, Patrick Depailler, Patrick Depailler, Jody Scheckter, Tyrrell-Ford, G, Report, 
8, Dutch Grand Prix, Zandvoort, 23 June, Niki Lauda, Ronnie Peterson, Niki Lauda, Ferrari, G, Report, 
9, French Grand Prix, Dijon-Prenois, 7 July, Niki Lauda, Jody Scheckter, Ronnie Peterson, Lotus-Ford, G, Report, 
10, British Grand Prix, Brands Hatch, 20 July, Niki Lauda, Niki Lauda, Jody Scheckter, Tyrrell-Ford, G, Report, 
11, German Grand Prix, Nürburgring, 4 August, Niki Lauda, Jody Scheckter, Clay Regazzoni, Ferrari, G, Report, 
12, Austrian Grand Prix, Österreichring, 18 August, Niki Lauda, Clay Regazzoni, Carlos Reutemann, Brabham-Ford, G, Report, 
13, Italian Grand Prix, Monza, 8 September, Niki Lauda, Carlos Pace, Ronnie Peterson, Lotus-Ford, G, Report, 
14, Canadian Grand Prix, Mosport Park, 22 September, Emerson Fittipaldi, Niki Lauda, Emerson Fittipaldi, McLaren-Ford, G, Report, 
15, United States Grand Prix, Watkins Glen, 6 October, Carlos Reutemann, Carlos Pace, Carlos Reutemann, Brabham-Ford, G, Report, 

Entrant, Constructor, Chassis, Engine, Tyre, No, Driver, Rounds, 
John Player Team Lotus, Lotus-Ford, 72E76, Ford Cosworth DFV 3.0 V8, G, 1, Ronnie Peterson, All, 
2, Jacky Ickx, All, 
31, Tim Schenken, 15, 
Elf Team Tyrrell, Tyrrell-Ford, 005006007, Ford Cosworth DFV 3.0 V8, G, 3, Jody Scheckter, All, 
4, Patrick Depailler, All, 
Marlboro Team Texaco Yardley Team McLaren, McLaren-Ford, M23, Ford Cosworth DFV 3.0 V8, G, 5, Emerson Fittipaldi, All, 
6, Denny Hulme, 1–3, 5–15, 
33, Mike Hailwood, 1–11, 
David Hobbs, 12–13, 
Jochen Mass, 14–15, 
56, Denny Hulme, 4, 
Motor Racing Developments, Brabham-Ford, BT42BT44, Ford Cosworth DFV 3.0 V8, G, 7, Carlos Reutemann, All, 
8, Richard Robarts, 1–3, 
Rikky von Opel, 4–9, 
Carlos Pace, 10–15, 
34, Teddy Pilette, 5, 
March Engineering, March-Ford, 741, Ford Cosworth DFV 3.0 V8, G, 9, Hans-Joachim Stuck, 1–6, 8–15, 
Reine Wisell, 7, 
10, Howden Ganley, 1–2, 
Vittorio Brambilla, 3–15, 
Scuderia Ferrari SpA SEFAC, Ferrari, 312B3-74, Ferrari 001/11 3.0 F12, G, 11, Clay Regazzoni, All, 
12, Niki Lauda, All, 
Team Motul BRM, BRM, P160EP201, BRM P142 3.0 V12, F, 14, Jean-Pierre Beltoise, All, 
15, Henri Pescarolo, 1–11, 13, 
Chris Amon, 14–15, 
37, François Migault, 1–6, 8–11, 13, 
UOP Shadow Racing Team, Shadow-Ford, DN1DN3, Ford Cosworth DFV 3.0 V8, G, 16, Peter Revson, 1–2, 
Brian Redman, 4–6, 
Bertil Roos, 7, 
Tom Pryce, 8–15, 
17, Jean-Pierre Jarier, 1–2, 4–15, 
Team Surtees Bang & Olufsen Team Surtees Memphis International Team Surtees, Surtees-Ford, TS16, Ford Cosworth DFV 3.0 V8, F, 18, Carlos Pace, 1–7, 
José Dolhem, 9, 15, 
Derek Bell, 10–14, 
19, Jochen Mass, 1–11, 
Jean-Pierre Jabouille, 12, 
José Dolhem, 13, 
Helmuth Koinigg, 14–15, 
30, Dieter Quester, 12, 
Frank Williams Racing Cars, Iso-Marlboro-Ford, FW, Ford Cosworth DFV 3.0 V8, F, 20, Arturo Merzario, All, 
Richard Robarts, 7, 
21, Tom Belsø, 3–4, 7, 10, 
Gijs van Lennep, 5, 8, 
Jean-Pierre Jabouille, 9, 
Jacques Laffite, 11–15, 
Team Ensign, Ensign-Ford, N174, Ford Cosworth DFV 3.0 V8, F, 22, Rikky von Opel, 1, 
Vern Schuppan, 5–11, 
Mike Wilds, 12, 14-15, 
25, 13, 
Scribante Lucky Strike Racing, McLaren-Ford, M23, Ford Cosworth DFV 3.0 V8, G, 23, Dave Charlton, 3, 
Trojan-Tauranac Racing, Trojan-Ford, T103, Ford Cosworth DFV 3.0 V8, F, 23, Tim Schenken, 4–6, 8, 10–13, 
29, 
41, 
AAW Racing Team, Surtees-Ford, TS16, Ford Cosworth DFV 3.0 V8, F, 23, Leo Kinnunen, 5, 7, 9–10, 12–13, 
43, 
44, 
Hesketh Racing, March-FordHesketh-Ford, 731 308, Ford Cosworth DFV 3.0 V8, FG, 24, James Hunt, All, 
31, Ian Scheckter, 12, 
Maki Engineering, Maki-Ford, F101, Ford Cosworth DFV 3.0 V8, F, 25, Howden Ganley, 10–11, 
Embassy Racing with Graham Hill, Lola-Ford, T370, Ford Cosworth DFV 3.0 V8, F, 26, Graham Hill, All, 
27, Guy Edwards, 1–2, 4–9, 11, 
Peter Gethin, 10, 
Rolf Stommelen, 12–15, 
John Goldie Racing with Hexagon, Brabham-Ford, BT42BT44, Ford Cosworth DFV 3.0 V8, F, 28, John Watson, All, 
34, Carlos Pace, 9, 
Pinch Plant Ltd, Lyncar-Ford, 006, Ford Cosworth DFV 3.0 V8, F, 29, John Nicholson, 10, 
Team Gunston, Lotus-Ford, 72E, Ford Cosworth DFV 3.0 V8, G, 29, Ian Scheckter, 3, 
30, Paddy Driver, 3, 
Chris Amon Racing, Amon-Ford, AF101, Ford Cosworth DFV 3.0 V8, F, 30, Chris Amon, 4, 6, 11, 
22, 13, 
30, Larry Perkins, 11, 
Dempster International Racing Team, March-Ford, 731, Ford Cosworth DFV 3.0 V8, F, 35, Mike Wilds, 10, 
Scuderia Finotto, Brabham-Ford, BT42, Ford Cosworth DFV 3.0 V8, F, 31, Carlo Facetti, 13, 
32, Helmuth Koinigg, 12, 
43, Gérard Larrousse, 5, 9, 
Blignaut Embassy Racing, Tyrrell-Ford, 004, Ford Cosworth DFV 3.0 V8, F, 32, Eddie Keizan, 3, 
Token Racing, Token-Ford, RJ02, Ford Cosworth DFV 3.0 V8, F, 32, Ian Ashley, 11–12, 
35, 
42, Tom Pryce, 5, 
David Purley, 10, 
The Chequered Flag, Brabham-Ford, BT42, Ford Cosworth DFV 3.0 V8, G, 42, Ian Ashley, 14–15, 
Team Canada F1 Racing, Brabham-Ford, BT42, Ford Cosworth DFV 3.0 V8, G, 50, Eppie Wietzes, 14, 
Vel's Parnelli Jones Racing, Parnelli-Ford, VPJ4, Ford Cosworth DFV 3.0 V8, F, 55, Mario Andretti, 14–15, 
Penske Cars, Penske-Ford, PC1, Ford Cosworth DFV 3.0 V8, G, 66, Mark Donohue, 14–15, 
Allied Polymer Group, Brabham-Ford, BT42, Ford Cosworth DFV 3.0 V8, G, 208, Lella Lombardi, 10, 

Pos, Driver, ARG, BRA, RSA, ESP, BEL, MON, SWE, NED, FRA, GBR, GER, AUT, ITA, CAN, USA, Pts, 
1, Emerson Fittipaldi, 10, 1, 7, 3, 1, 5, 4, 3, Ret, 2, Ret, Ret, 2, 1, 4, 55, 
2, Clay Regazzoni, 3, 2, Ret, 2, 4, 4, Ret, 2, 3, 4, 1, 5, Ret, 2, 11, 52, 
3, Jody Scheckter, Ret, 13, 8, 5, 3, 2, 1, 5, 4, 1, 2, Ret, 3, Ret, Ret, 45, 
4, Niki Lauda, 2, Ret, 16, 1, 2, Ret, Ret, 1, 2, 5, Ret, Ret, Ret, Ret, Ret, 38, 
5, Ronnie Peterson, 13, 6, Ret, Ret, Ret, 1, Ret, 8, 1, 10, 4, Ret, 1, 3, Ret, 35, 
6, Carlos Reutemann, 7, 7, 1, Ret, Ret, Ret, Ret, 12, Ret, 6, 3, 1, Ret, 9, 1, 32, 
7, Denny Hulme, 1, 12, 9, 6, 6, Ret, Ret, Ret, 6, 7, DSQ, 2, 6, 6, Ret, 20, 
8, James Hunt, Ret, 9, Ret, 10, Ret, Ret, 3, Ret, Ret, Ret, Ret, 3, Ret, 4, 3, 15, 
9, Patrick Depailler, 6, 8, 4, 8, Ret, 9, 2, 6, 8, Ret, Ret, Ret, 11, 5, 6, 14, 
10, Mike Hailwood, 4, 5, 3, 9, 7, Ret, Ret, 4, 7, Ret, 15, , , , , 12, 
=, Jacky Ickx, Ret, 3, Ret, Ret, Ret, Ret, Ret, 11, 5, 3, 5, Ret, Ret, 13, Ret, 12, 
12, Carlos Pace, Ret, 4, 11, 13, Ret, Ret, Ret, , DNQ, 9, 12, Ret, 5, 8, 2, 11, 
13, Jean-Pierre Beltoise, 5, 10, 2, Ret, 5, Ret, Ret, Ret, 10, 12, Ret, Ret, Ret, NC, DNQ, 10, 
14, Jean-Pierre Jarier, Ret, Ret, , Ret, 13, 3, 5, Ret, 12, Ret, 8, 8, Ret, Ret, 10, 6, 
=, John Watson, 12, Ret, Ret, 11, 11, 6, 11, 7, 16, 11, Ret, 4, 7, Ret, 5, 6, 
16, Hans-Joachim Stuck, Ret, Ret, 5, 4, Ret, Ret, , Ret, DNQ, Ret, 7, 11, Ret, Ret, DNQ, 5, 
17, Arturo Merzario, Ret, Ret, 6, Ret, Ret, Ret, DNS, Ret, 9, Ret, Ret, Ret, 4, Ret, Ret, 4, 
18, Vittorio Brambilla, , , 10, DNS, 9, Ret, 10, 10, 11, Ret, 13, 6, Ret, DNQ, Ret, 1, 
=, Graham Hill, Ret, 11, 12, Ret, 8, 7, 6, Ret, 13, 13, 9, 12, 8, 14, 8, 1, 
=, Tom Pryce, , , , , Ret, , , Ret, Ret, 8, 6, Ret, 10, Ret, NC, 1, 
—, Guy Edwards, 11, Ret, , DNQ, 12, 8, 7, Ret, 15, , DNQ, , , , , 0, 
—, David Hobbs, , , , , , , , , , , , 7, 9, , , 0, 
—, Jochen Mass, Ret, 17, Ret, Ret, Ret, , Ret, Ret, Ret, 14, Ret, , , 16, 7, 0, 
—, Brian Redman, , , , 7, 18, Ret, , , , , , , , , , 0, 
—, Mario Andretti, , , , , , , , , , , , , , 7, DSQ, 0, 
—, Howden Ganley, 8, Ret, , , , , , , , DNQ, DNQ, , , , , 0, 
—, Tom Belsø, , , Ret, DNQ, , , 8, , , DNQ, , , , , , 0, 
—, Rikky von Opel, DNS, , , Ret, Ret, DNQ, 9, 9, DNQ, , , , , , , 0, 
—, Henri Pescarolo, 9, 14, 18, 12, Ret, Ret, Ret, Ret, Ret, Ret, 10, , Ret, , , 0, 
—, Chris Amon, , , , Ret, , DNS, , , , , DNQ, , DNQ, NC, 9, 0, 
—, Dieter Quester, , , , , , , , , , , , 9, , , , 0, 
—, Tim Schenken, , , , 14, 10, Ret, , DNQ, , Ret, DNQ, 10, Ret, , DSQ, 0, 
—, Helmuth Koinigg, , , , , , , , , , , , DNQ, , 10, Ret, 0, 
—, Rolf Stommelen, , , , , , , , , , , , Ret, Ret, 11, 12, 0, 
—, Derek Bell, , , , , , , , , , DNQ, 11, DNQ, DNQ, DNQ, , 0, 
—, Mark Donohue, , , , , , , , , , , , , , 12, Ret, 0, 
—, Ian Scheckter, , , 13, , , , , , , , , DNQ, , , , 0, 
—, François Migault, Ret, 16, 15, Ret, 16, Ret, , Ret, 14, NC, DNQ, , Ret, , , 0, 
—, Ian Ashley, , , , , , , , , , , 14, NC, , DNQ, DNQ, 0, 
—, Gijs van Lennep, , , , , 14, , , DNQ, , , , , , , , 0, 
—, Eddie Keizan, , , 14, , , , , , , , , , , , , 0, 
—, Richard Robarts, Ret, 15, 17, , , , DNS, , , , , , , , , 0, 
—, Vern Schuppan, , , , , 15, Ret, DSQ, DSQ, DNQ, DNQ, Ret, , , , , 0, 
—, Jacques Laffite, , , , , , , , , , , Ret, NC, Ret, 15, Ret, 0, 
—, Teddy Pilette, , , , , 17, , , , , , , , , , , 0, 
—, Dave Charlton, , , 19, , , , , , , , , , , , , 0, 
—, Peter Revson, Ret, Ret, , , , , , , , , , , , , , 0, 
—, Leo Kinnunen, , , , , DNQ, , Ret, , DNQ, DNQ, , DNQ, DNQ, , , 0, 
—, Mike Wilds, , , , , , , , , , DNQ, , DNQ, DNQ, DNQ, NC, 0, 
—, Gérard Larrousse, , , , , Ret, , , , DNQ, , , , , , , 0, 
—, Paddy Driver, , , Ret, , , , , , , , , , , , , 0, 
—, Reine Wisell, , , , , , , Ret, , , , , , , , , 0, 
—, Bertil Roos, , , , , , , Ret, , , , , , , , , 0, 
—, Peter Gethin, , , , , , , , , , Ret, , , , , , 0, 
—, Eppie Wietzes, , , , , , , , , , , , , , Ret, , 0, 
—, José Dolhem, , , , , , , , , DNQ, , , , DNQ, , Ret, 0, 
—, Jean-Pierre Jabouille, , , , , , , , , DNQ, , , DNQ, , , , 0, 
—, David Purley, , , , , , , , , , DNQ, , , , , , 0, 
—, Lella Lombardi, , , , , , , , , , DNQ, , , , , , 0, 
—, John Nicholson, , , , , , , , , , DNQ, , , , , , 0, 
—, Larry Perkins, , , , , , , , , , , DNQ, , , , , 0, 
—, Carlo Facetti, , , , , , , , , , , , , DNQ, , , 0, 
Pos, Driver, ARG, BRA, RSA, ESP, BEL, MON, SWE, NED, FRA, GBR, GER, AUT, ITA, CAN, USA, Pts, 

Key, 
Colour, Result, 
Gold, Winner, 
Silver, 2nd place, 
Bronze, 3rd place, 
Green, Other points position, 
Blue, Other classified position, 
Not classified, finished (NC), 
Purple, Not classified, retired (Ret), 
Red, Did not qualify (DNQ), 
Did not pre-qualify (DNPQ), 
Black, Disqualified (DSQ), 
White, Did not start (DNS), 
Race cancelled (C), 
Blank, Did not practice (DNP), 
Excluded (EX), 
Did not arrive (DNA), 
Withdrawn (WD), 

Pos, Manufacturer, ARG, BRA, RSA, ESP, BEL, MON, SWE, NED, FRA, GBR, GER, AUT, ITA, CAN, USA, Pts[4], 
1, McLaren-Ford, 1, 1, 3, 3, 1, (5), 4, 3, 6, 2, 15, 2, 2, 1, 4, 73 (75), 
2, Ferrari, 2, 2, 16, 1, 2, 4, Ret, 1, 2, 4, 1, 5, Ret, 2, 11, 65, 
3, Tyrrell-Ford, 6, 8, 4, 5, 3, 2, 1, 5, 4, 1, 2, Ret, 3, 5, 6, 52, 
4, Lotus-Ford, 13, 3, 13, Ret, Ret, 1, Ret, 8, 1, 3, 4, Ret, 1, 3, Ret, 42, 
5, Brabham-Ford, 7, 7, 1, 11, 11, 6, 9, 7, 16, 6, 3, 1, 5, 8, 1, 35, 
6, Hesketh-Ford, , , Ret, 10, Ret, Ret, 3, Ret, Ret, Ret, Ret, 3, Ret, 4, 3, 15, 
7, BRM, 5, 10, 2, 12, 5, Ret, Ret, Ret, 10, 12, 10, Ret, Ret, NC, 9, 10, 
8, Shadow-Ford, Ret, Ret, WD, 7, 13, 3, 5, Ret, 12, 8, 6, 8, 10, Ret, 10, 7, 
